N,News Agency in English,News Agency in arabic,Main Category EN,Main Category AR,Sub Category En,Sub Category AR,Catergory en - internal only,Catergory ar - internal only,Category -EN,Category - AR,Platform -EN,Platform - AR,Media or Text - EN,Media or Text - AR,Hyper link,Urgency,rate from 1 - 5,status,Quality,Publish ?,license Owner,Manager,
85,alseyassah,السياسة,NewsAgency News,أخبار  الصحف ,News paper,صحف ,News paper,صحف ,mixed news - local & global,أخبار محلية وعالمية,Twitter,تويتر,Mixed media and Text,متنوع ,https://twitter.com/AlseyassahNews,Medium ,3,active,medium ,yes,	موقع جريدة السياسة,عبدالعزيز سعود رشيد الفضلي,some content copied from website. 
86,sarmad,سرمد,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,local news,أخبار محلية,Website,موقع الكتروني,Text news,أخبار ,https://sarmad.com/newcat.php?id=1,Very High,5,active,high ,yes,موسى عوض عواض المطيري,موسى عوض عواض المطيري,
87,sarmad,سرمد,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,parliament,أخبار مجلس الأمة,Website,موقع الكتروني,Text news,أخبار ,https://sarmad.com/newcat.php?id=8,Very High,5,active,high ,yes,موسى عوض عواض المطيري,موسى عوض عواض المطيري,
88,sarmad,سرمد,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,legal and security news,أخبار قانونية وأمنية,Website,موقع الكتروني,Text news,أخبار ,https://sarmad.com/newcat.php?id=9,High,4,active,high ,yes,موسى عوض عواض المطيري,موسى عوض عواض المطيري,
89,sarmad,سرمد,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,economic news,أخبار إقتصادية,Website,موقع الكتروني,Text news,أخبار ,https://sarmad.com/newcat.php?id=3,High,4,active,high ,yes,موسى عوض عواض المطيري,موسى عوض عواض المطيري,
90,sarmad,سرمد,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,sport news, أخبار رياضية,Website,موقع الكتروني,Text news,أخبار ,https://sarmad.com/newcat.php?id=4,High,4,active,high ,yes,موسى عوض عواض المطيري,موسى عوض عواض المطيري,
91,sarmad,سرمد,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,articles,مقالات و آراء,Website,موقع الكتروني,Text news,أخبار ,https://sarmad.com/newcat.php?id=5,Medium ,1,active,high ,yes,موسى عوض عواض المطيري,موسى عوض عواض المطيري,
92,sarmad,سرمد,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,health news,أخبار الصحة,Website,موقع الكتروني,Text news,أخبار ,https://sarmad.com/newcat.php?id=10,Medium ,3,active,high ,yes,موسى عوض عواض المطيري,موسى عوض عواض المطيري,
93,sarmad,سرمد,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,technology,أخبار التكنلوجيا,Website,موقع الكتروني,Text news,أخبار ,https://sarmad.com/newcat.php?id=11,Medium ,3,active,high ,yes,موسى عوض عواض المطيري,موسى عوض عواض المطيري,
94,sarmad,سرمد,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,"news, interviews and reports",أخبار ولقاءات وبرامج وتقارير,Youtube,يوتيوب,Media news,أخبار ميديا,https://www.youtube.com/user/SarmadNetwork/videos,Very High,5,active,high ,yes,موسى عوض عواض المطيري,موسى عوض عواض المطيري,
95,sarmad,سرمد,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,mixed news - local & global,أخبار محلية وعالمية,Twitter,تويتر,Mixed media and Text,متنوع ,https://twitter.com/Sarmad,Very High,5,active,medium ,yes,موسى عوض عواض المطيري,موسى عوض عواض المطيري,
96,alwatan,الوطن,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,local news,أخبار محلية,Website,موقع الكتروني,Text news,أخبار ,http://alwatan.kuwait.tt/categoryhome.aspx?catid=40,Very High,5,active,medium,yes,شركة الوطن اون لاين لتصميم وادارة مواقع الانترنت,ماجد حسين عبدالعزيز العصفور,
97,alwatan,الوطن,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,parliament,أخبار مجلس الأمة,Website,موقع الكتروني,Text news,أخبار ,http://alwatan.kuwait.tt/categoryhome.aspx?catid=39,High,4,active,medium,yes,شركة الوطن اون لاين لتصميم وادارة مواقع الانترنت,ماجد حسين عبدالعزيز العصفور,
98,alwatan,الوطن,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,education,أخبار التربية والتعليم,Website,موقع الكتروني,Text news,أخبار ,http://alwatan.kuwait.tt/categoryhome.aspx?catid=35,Medium ,3,active,medium,yes,شركة الوطن اون لاين لتصميم وادارة مواقع الانترنت,ماجد حسين عبدالعزيز العصفور,
99,alwatan,الوطن,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,legal and security news,أخبار قانونية وأمنية,Website,موقع الكتروني,Text news,أخبار ,http://alwatan.kuwait.tt/categoryhome.aspx?catid=49,Medium ,3,active,medium,yes,شركة الوطن اون لاين لتصميم وادارة مواقع الانترنت,ماجد حسين عبدالعزيز العصفور,
100,alwatan,الوطن,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,economic news,أخبار إقتصادية,Website,موقع الكتروني,Text news,أخبار ,http://alwatan.kuwait.tt/categoryhome.aspx?catid=46,Medium ,3,active,medium,yes,شركة الوطن اون لاين لتصميم وادارة مواقع الانترنت,ماجد حسين عبدالعزيز العصفور,
101,alwatan,الوطن,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,sport news, أخبار رياضية,Website,موقع الكتروني,Text news,أخبار ,http://alwatan.kuwait.tt/categoryhome.aspx?catid=42,Medium ,3,active,medium,yes,شركة الوطن اون لاين لتصميم وادارة مواقع الانترنت,ماجد حسين عبدالعزيز العصفور,
102,alwatan,الوطن,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,articles,مقالات و آراء,Website,موقع الكتروني,Text news,أخبار ,http://alwatan.kuwait.tt/writershomecolumn.aspx,Medium ,3,active,medium,yes,شركة الوطن اون لاين لتصميم وادارة مواقع الانترنت,ماجد حسين عبدالعزيز العصفور,
103,alwatan,الوطن,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,art news, أخبار فنية وثقافية,Website,موقع الكتروني,Text news,أخبار ,http://alwatan.kuwait.tt/categoryhome.aspx?catid=51,Low ,2,active,medium,yes,شركة الوطن اون لاين لتصميم وادارة مواقع الانترنت,ماجد حسين عبدالعزيز العصفور,
104,alwatan,الوطن,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,"news, interviews and reports",أخبار ولقاءات وبرامج وتقارير,Website,موقع الكتروني,Text news,أخبار ,http://alwatan.kuwait.tt/categoryhome.aspx?catid=44,Low ,2,active,medium,yes,شركة الوطن اون لاين لتصميم وادارة مواقع الانترنت,ماجد حسين عبدالعزيز العصفور,
105,alwatan,الوطن,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,mixed news - local & global,أخبار محلية وعالمية,Twitter,تويتر,Mixed media and Text,متنوع ,https://twitter.com/watannews,Very High,5,active,medium ,yes,شركة الوطن اون لاين لتصميم وادارة مواقع الانترنت,ماجد حسين عبدالعزيز العصفور,
106,sabr,سبر,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,local news,أخبار محلية,Website,موقع الكتروني,Text news,أخبار ,https://www.sabr.cc/category/%d9%85%d8%ad%d9%84%d9%8a%d8%a7%d8%aa/,Very High,5,active,high ,yes,,,
107,sabr,سبر,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,parliament,أخبار مجلس الأمة,Website,موقع الكتروني,Text news,أخبار ,https://www.sabr.cc/category/%d8%a8%d8%b1%d9%84%d9%85%d8%a7%d9%86/,Low ,2,active,high ,yes,,,
108,sabr,سبر,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,economic news,أخبار إقتصادية,Website,موقع الكتروني,Text news,أخبار ,https://www.sabr.cc/category/%d8%a7%d9%82%d8%aa%d8%b5%d8%a7%d8%af/,Very Low,1,active,high ,yes,,,
109,sabr,سبر,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,articles,مقالات و آراء,Website,موقع الكتروني,Text news,أخبار ,https://www.sabr.cc/category/%d8%a3%d9%82%d9%84%d8%a7%d9%85%d9%87%d9%85/,Very Low,1,active,high ,yes,,,
110,sabr,سبر,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,articles,مقالات و آراء,Website,موقع الكتروني,Text news,أخبار ,https://www.sabr.cc/category/%d8%a2%d8%b1%d8%a7%d8%a4%d9%87%d9%85/,Very Low,1,active,high ,yes,,,
111,sabr,سبر,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,legal and security news,أخبار قانونية وأمنية,Website,موقع الكتروني,Text news,أخبار ,https://www.sabr.cc/category/%d8%ac%d8%b1%d8%a7%d8%a6%d9%85-%d9%88%d9%82%d8%b6%d8%a7%d9%8a%d8%a7/,Very Low,1,active,high ,yes,,,
112,sabr,سبر,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,education,أخبار التربية والتعليم,Website,موقع الكتروني,Text news,أخبار ,https://www.sabr.cc/category/%d8%b3%d8%a8%d8%b1-%d8%a3%d9%83%d8%a7%d8%af%d9%8a%d9%85%d9%8a%d8%a7/,Very Low,1,active,high ,yes,,,
113,sabr,سبر,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,art news, أخبار فنية وثقافية,Website,موقع الكتروني,Text news,أخبار ,https://www.sabr.cc/category/%d9%81%d9%86-%d9%88%d8%ab%d9%82%d8%a7%d9%81%d8%a9/,Very Low,1,active,high ,yes,,,
114,sabr,سبر,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,technology,أخبار التكنلوجيا,Website,موقع الكتروني,Text news,أخبار ,https://www.sabr.cc/category/%d8%aa%d9%83%d9%86%d9%88%d9%84%d9%88%d8%ac%d9%8a%d8%a7/,Very Low,1,active,high ,yes,,,
115,sabr,سبر,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,local news,أخبار محلية,Website,موقع الكتروني,Text news,أخبار ,https://www.sabr.cc/category/%d9%81%d9%8a%d8%af%d9%8a%d9%88-%d8%b3%d8%a8%d8%b1/,Very Low,1,active,high ,yes,,,
116,sabr,سبر,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,parliament,أخبار مجلس الأمة,Youtube,يوتيوب,Media news,أخبار ميديا,https://www.youtube.com/c/sabrnews/videos,Medium ,3,active,medium ,yes,,,
117,sabr,سبر,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,mixed news - local & global,أخبار محلية وعالمية,Twitter,تويتر,Text news,أخبار ,https://twitter.com/sabrnews,Very High,3,active,medium ,yes,,,
118,aldar news,جريدة الدار نيوز,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,local news,أخبار محلية,Twitter,تويتر,Mixed media and Text,متنوع ,https://twitter.com/aldar_tv,Very High,5,active,medium ,yes,	جابر جاسر مطلق المرد,	جابر جاسر مطلق المرد,
